id,question,golden_chunk_ids,retrieved_chunk_ids,hit_top1,hit_top3,hit_top5,rank,skipped_for_recall,top_k,chapter,question_type,difficulty,answerable,golden_answer,top1_content,retrieved_scores
case_034,机油泵从动齿轮不能自由转动怎么办？,618bea68:21:txt:0003,618bea68:21:txt:0003;618bea68:20:img:0001;618bea68:21:txt:0007;618bea68:21:txt:0001;618bea68:21:txt:0000;618bea68:21:txt:0002;618bea68:21:txt:0004;618bea68:20:img:0000;618bea68:20:img:0002;618bea68:20:txt:0000;618bea68:20:txt:0001,True,True,True,1,False,5,机油泵,inspection,easy,True,拨动机油泵从动齿轮，若不能自由转动，应更换机油泵。,"1. 拨动机油泵从动齿轮，检查是否能自由转动：
→
若不能自由转动 更换机油泵。",0.794186;0.566480;0.691969;0.670509;0.649407;0.744186;0.744186;0.516480;0.516480;0.516480;0.516480
case_035,水泵 O 型圈和密封圈异常时怎么处理？,618bea68:22:txt:0015,618bea68:22:txt:0015;618bea68:20:tbl:0005;618bea68:20:img:0000;618bea68:22:txt:0013;618bea68:22:txt:0021;618bea68:22:txt:0014;618bea68:22:txt:0016;618bea68:20:tbl:0000;618bea68:20:tbl:0004;618bea68:20:tbl:0006;618bea68:20:tbl:0010,True,True,True,1,False,5,水泵,inspection,easy,True,水泵 O 型圈开裂或硬化需要更换，水泵密封圈变形或开裂也需要更换。,"2. 用 14# 扳手从另一侧卡住水泵轴，用 12# 套筒套进水泵，松开水泵，取下水泵。
检查水泵
O 型圈：开裂 / 硬化 → 更换
水泵密封圈：变形 / 开裂 → 更换
安装水泵",0.681579;0.602693;0.558195;0.654054;0.624010;0.631579;0.631579;0.552693;0.552693;0.552693;0.508195
case_036,水泵组件锁紧扭力是多少？,618bea68:22:txt:0019;618bea68:20:tbl:0008;618bea68:20:tbl:0000,618bea68:20:tbl:0008;618bea68:26:tbl:0003;618bea68:26:tbl:0001;618bea68:26:tbl:0002;618bea68:06:tbl:0012;618bea68:20:tbl:0000;618bea68:20:tbl:0007;618bea68:20:tbl:0009;618bea68:26:tbl:0000;618bea68:26:tbl:0004;618bea68:06:tbl:0000,True,True,True,1,False,5,水泵,torque,easy,True,水泵组件旋入水泵轴后，锁紧水泵并校验扭力，扭力为 20±1.5 N·m。,"表格：第25页表格
序号=52；料件名称=水泵；数量=1；备注=12# T杆或套筒 / 20±1.5 N·m",0.627007;0.582295;0.571664;0.568389;0.553396;0.577007;0.577007;0.577007;0.532295;0.532295;0.503396
case_037,减速齿轮上下止推垫圈安装时要注意什么？,618bea68:24:txt:0004,618bea68:24:txt:0004;618bea68:19:tbl:0015;618bea68:23:img:0000;618bea68:01:txt:0000;618bea68:01:txt:0014;618bea68:24:txt:0003;618bea68:24:txt:0005;618bea68:19:tbl:0005;618bea68:19:tbl:0014;618bea68:19:tbl:0016;618bea68:23:tbl:0015,True,True,True,1,False,5,减速齿轮,safety,easy,True,减速齿轮上下各有一个止推垫圈，不能漏装。,注意 ：减速齿轮上下各有一个止推垫圈 3 ， 不能漏装 。,0.783675;0.652400;0.633438;0.678989;0.678989;0.733675;0.733675;0.602400;0.602400;0.602400;0.583438
case_038,检查磁电机转子离合器单向器时顺时针转动应是什么状态？,618bea68:24:txt:0012,618bea68:23:tbl:0006;618bea68:31:tbl:0001;618bea68:31:tbl:0003;618bea68:03:tbl:0002;618bea68:31:tbl:0002;618bea68:23:tbl:0000;618bea68:23:tbl:0005;618bea68:23:tbl:0007;618bea68:31:tbl:0000;618bea68:31:tbl:0004;618bea68:03:tbl:0000,False,False,False,,False,5,磁电机转子离合器,inspection,medium,True,顺时针转动起动大齿时，磁电机转子离合器与起动大齿应无相对滑动，否则需更换相关部件。,"表格：第30页表格
序号=6；零件名称=磁电机转子离合器分部件；数量=1；备注=拉玛（螺栓）规格：M20×1.5",0.644231;0.523869;0.512263;0.484761;0.483913;0.594231;0.594231;0.594231;0.473869;0.462263;0.434761
case_039,检查磁电机转子离合器单向器时逆时针转动应是什么状态？,618bea68:24:txt:0013,618bea68:23:tbl:0006;618bea68:31:tbl:0001;618bea68:31:tbl:0003;618bea68:03:tbl:0002;618bea68:31:tbl:0002;618bea68:23:tbl:0000;618bea68:23:tbl:0005;618bea68:23:tbl:0007;618bea68:31:tbl:0000;618bea68:31:tbl:0004;618bea68:03:tbl:0000,False,False,False,,False,5,磁电机转子离合器,inspection,medium,True,逆时针转动起动大齿时应能自由转动，否则磁电机转子离合器有故障，必须更换。,"表格：第30页表格
序号=6；零件名称=磁电机转子离合器分部件；数量=1；备注=拉玛（螺栓）规格：M20×1.5",0.642323;0.522947;0.508669;0.484520;0.481162;0.592323;0.592323;0.592323;0.472947;0.458669;0.434520
case_040,检查拨叉时哪些部位异常需要更换拨叉？,618bea68:28:txt:0003,618bea68:28:txt:0003;618bea68:01:txt:0006;618bea68:01:txt:0020;618bea68:29:txt:0004;618bea68:28:txt:0002;618bea68:28:img:0000;618bea68:01:txt:0005;618bea68:01:txt:0007;618bea68:01:txt:0019;618bea68:01:txt:0021;618bea68:29:txt:0003,True,True,True,1,False,5,传动装置,inspection,easy,True,检查拨叉凸轮从动件和拨叉卡爪，如有弯曲、损坏或裂纹，应更换拨叉。,"8.4 检查传动装置
（ 1 ）检查拨叉
检查部位：
拨叉凸轮从动件（标记 1 ）
拨叉卡爪（标记 2 ）
如有弯曲、损坏或裂纹 → 更换拨叉
No. 36 / 41",0.760260;0.681258;0.681258;0.624062;0.600609;0.710260;0.631258;0.631258;0.631258;0.631258;0.574062
case_041,弯曲的拨叉轴能不能校直？,618bea68:29:txt:0002;618bea68:29:txt:0005;618bea68:29:txt:0008;618bea68:29:txt:0011,618bea68:29:txt:0002;618bea68:05:tbl:0003;618bea68:29:img:0000;618bea68:29:txt:0005;618bea68:29:txt:0008;618bea68:29:txt:0001;618bea68:29:txt:0003;618bea68:05:tbl:0000;618bea68:05:tbl:0002;618bea68:05:tbl:0004;618bea68:29:txt:0020,True,True,True,1,False,5,传动装置,safety,easy,True,不能尝试将弯曲的拨叉轴校直。,警告 ：不要尝试将弯曲的拨叉轴校直。,0.786350;0.569231;0.566475;0.786350;0.786350;0.736350;0.736350;0.519231;0.519231;0.519231;0.516475
case_042,曲轴轴向跳动标准是多少？,618bea68:31:txt:0007;618bea68:31:tbl:0001;618bea68:31:tbl:0000,618bea68:31:tbl:0001;618bea68:31:tbl:0003;618bea68:31:tbl:0002;618bea68:31:tbl:0000;618bea68:12:tbl:0001;618bea68:31:tbl:0004;618bea68:31:txt:0009;618bea68:12:tbl:0000;618bea68:12:tbl:0002;618bea68:31:txt:0000;618bea68:31:txt:0001,True,True,True,1,False,5,曲轴与平衡轴,spec,easy,True,曲轴轴向跳动应小于等于 0.03 mm。,"表格：第39页表格
检查项目=1.曲轴轴向跳动；技术要求=≤ 0.03 mm",0.774561;0.695148;0.674848;0.752473;0.581396;0.645148;0.702473;0.531396;0.531396;0.724561;0.724561
case_043,连杆大头轴向间隙标准是多少？,618bea68:31:txt:0009;618bea68:31:tbl:0002;618bea68:31:tbl:0000,618bea68:31:tbl:0002;618bea68:31:tbl:0003;618bea68:31:tbl:0001;618bea68:31:tbl:0000;618bea68:12:tbl:0001;618bea68:31:tbl:0004;618bea68:31:txt:0009;618bea68:12:tbl:0000;618bea68:12:tbl:0002;618bea68:31:txt:0000;618bea68:31:txt:0001,True,True,True,1,False,5,曲轴与平衡轴,spec,easy,True,连杆大头轴向间隙为 0.15 到 0.35 mm，用塞尺测量。,"表格：第39页表格
检查项目=2.连杆大头轴向间隙；技术要求=0.15 – 0.35 mm",0.793963;0.703659;0.667985;0.747542;0.643438;0.653659;0.697542;0.593438;0.593438;0.743963;0.743963
case_044,曲柄销与轴瓦径向间隙标准是多少？,618bea68:32:txt:0000;618bea68:31:tbl:0003;618bea68:31:tbl:0000,618bea68:31:tbl:0003;618bea68:31:tbl:0002;618bea68:31:tbl:0001;618bea68:31:tbl:0000;618bea68:12:tbl:0001;618bea68:31:tbl:0004;618bea68:31:txt:0009;618bea68:12:tbl:0000;618bea68:12:tbl:0002;618bea68:31:txt:0000;618bea68:31:txt:0001,True,True,True,1,False,5,曲轴与平衡轴,spec,easy,True,曲柄销与轴瓦径向间隙为 0.03 到 0.056 mm。,"表格：第39页表格
检查项目=3.曲柄销与轴瓦径向间隙；技术要求=0.03 – 0.056 mm",0.787475;0.683235;0.668205;0.729754;0.623115;0.737475;0.679754;0.573115;0.573115;0.737475;0.737475
case_045,安装曲轴与平衡轴时齿轮标记怎么对正？,618bea68:32:txt:0004,618bea68:31:tbl:0001;618bea68:31:tbl:0003;618bea68:31:tbl:0002;618bea68:31:tbl:0004;618bea68:31:tbl:0000;618bea68:31:img:0000;618bea68:31:txt:0009;618bea68:31:txt:0000;618bea68:31:txt:0001;618bea68:31:txt:0002;618bea68:31:txt:0003,False,False,False,,False,5,曲轴与平衡轴,procedure,medium,True,平衡轴齿轮上的 B 标记与曲轴齿轮上的 A 标记必须对正角相。,"表格：第39页表格
检查项目=1.曲轴轴向跳动；技术要求=≤ 0.03 mm",0.616128;0.610947;0.587950;0.624464;0.628048;0.574464;0.578048;0.566128;0.566128;0.566128;0.566128
case_046,安装曲轴和平衡轴后要检查什么？,618bea68:32:txt:0006,618bea68:01:txt:0010;618bea68:01:txt:0024;618bea68:32:txt:0006;618bea68:32:txt:0001;618bea68:01:txt:0011;618bea68:01:txt:0009;618bea68:01:txt:0023;618bea68:01:txt:0025;618bea68:32:txt:0005;618bea68:32:img:0000;618bea68:32:txt:0000,False,True,True,3,False,5,曲轴与平衡轴,inspection,medium,True,转动曲轴，检查曲轴转动是否灵活以及曲轴与平衡轴是否有干涉；若有干涉或转动不灵活，应重新对标记并重新安装。,"9.3 检查曲轴与平衡轴
（ 1 ）检查轴承
（ 2 ）检查曲轴与平衡轴",0.756785;0.756785;0.723228;0.718987;0.712384;0.706785;0.706785;0.706785;0.673228;0.673228;0.668987
case_047,这台发动机推荐使用哪个品牌的机油？,,618bea68:12:tbl:0002;618bea68:12:tbl:0001;618bea68:19:tbl:0032;618bea68:31:tbl:0001;618bea68:31:tbl:0003;618bea68:12:tbl:0000;618bea68:12:img:0000;618bea68:19:tbl:0026;618bea68:19:tbl:0031;618bea68:19:tbl:0033;618bea68:31:tbl:0000,False,False,False,,True,5,机油,no_answer,no_answer,False,知识库中没有相关信息，不能确认。,"表格：第15页表格
气门类型=排气门；标准间隙范围=0.20～0.30 mm",0.439010;0.436503;0.541860;0.431570;0.429313;0.389010;0.389010;0.491860;0.491860;0.491860;0.381570
case_048,发动机 ECU 故障码 P0301 应该怎么处理？,,618bea68:24:txt:0013;618bea68:15:txt:0012;618bea68:04:txt:0001;618bea68:02:txt:0008;618bea68:20:txt:0003;618bea68:24:txt:0012;618bea68:24:txt:0014;618bea68:15:txt:0011;618bea68:15:tbl:0000;618bea68:04:txt:0000;618bea68:04:txt:0002,False,False,False,,True,5,ECU,no_answer,no_answer,False,知识库中没有相关信息，不能确认。,"安装减速齿轮
3. 逆时针 B 转动起动大齿 ：
应能 自由转动 ；
否则磁电机转子离合器有故障，必须更换。
安装磁电机转子离合器分部件",0.472712;0.511199;0.499911;0.455580;0.452393;0.422712;0.422712;0.461199;0.461199;0.449911;0.449911
case_049,这款发动机是否支持涡轮增压改装？,,618bea68:12:tbl:0002;618bea68:31:tbl:0001;618bea68:12:tbl:0001;618bea68:06:tbl:0018;618bea68:20:tbl:0008;618bea68:12:tbl:0000;618bea68:12:img:0000;618bea68:31:tbl:0000;618bea68:31:tbl:0002;618bea68:06:tbl:0000;618bea68:06:tbl:0017,False,False,False,,True,5,改装,no_answer,no_answer,False,知识库中没有相关信息，不能确认。,"表格：第15页表格
气门类型=排气门；标准间隙范围=0.20～0.30 mm",0.436188;0.436040;0.430937;0.409696;0.401838;0.386188;0.386188;0.386040;0.386040;0.359696;0.359696
case_050,这台摩托车的整车保养周期是多少公里？,,618bea68:06:txt:0002;618bea68:02:img:0000;618bea68:18:tbl:0008;618bea68:06:img:0000;618bea68:23:img:0000;618bea68:02:txt:0009;618bea68:02:txt:0000;618bea68:06:txt:0000;618bea68:06:txt:0001;618bea68:06:txt:0003;618bea68:06:txt:0004,False,False,False,,True,5,保养周期,no_answer,no_answer,False,知识库中没有相关信息，不能确认。,"3. 加注机油
从 发动机右曲轴箱盖加油口 加入：
1600 mL 机油（若未更换机油精滤芯）
1700 mL 机油（若已更换机油精滤芯）
机油规格要求：
粘度： SAE 10W-40 或 SAE 10W-50
质量等级： API SM 级或以上",0.534568;0.529915;0.465657;0.528018;0.513158;0.479915;0.479915;0.484568;0.484568;0.484568;0.484568
case_051,检查火花塞相关插图是哪张？,618bea68:02:img:0000,618bea68:01:txt:0012;618bea68:02:img:0000;618bea68:03:tbl:0004;618bea68:01:txt:0026;618bea68:02:txt:0006;618bea68:01:txt:0011;618bea68:02:txt:0009;618bea68:02:txt:0000;618bea68:01:txt:0015;618bea68:01:txt:0016;618bea68:01:txt:0019,False,True,True,2,False,5,检查火花塞,image,easy,True,应返回检查火花塞章节的插图。,"一、火花塞
拆卸火花塞",0.700057;0.629469;0.515755;0.700057;0.674715;0.650057;0.579469;0.579469;0.650057;0.650057;0.650057
case_052,起动电机装配部件清单有没有插图？,618bea68:03:img:0000,618bea68:03:tbl:0004;618bea68:23:tbl:0008;618bea68:03:tbl:0002;618bea68:23:tbl:0006;618bea68:23:tbl:0013;618bea68:03:tbl:0000;618bea68:03:tbl:0003;618bea68:03:img:0000;618bea68:23:tbl:0000;618bea68:23:tbl:0007;618bea68:23:tbl:0009,False,False,False,8,False,5,起动电机,image,easy,True,应返回起动电机装配部件清单对应的插图。,"表格：第4页表格
序号=4；零件名称=起动电机；数量=1；工具/扭矩要求=—",0.710787;0.651919;0.528927;0.605024;0.634466;0.660787;0.660787;0.660787;0.601919;0.601919;0.601919
case_053,安装起动电机的图示在哪里？,618bea68:04:img:0000,618bea68:04:txt:0000;618bea68:04:img:0000;618bea68:03:tbl:0004;618bea68:04:txt:0002;618bea68:04:txt:0004;618bea68:04:txt:0001;618bea68:04:txt:0010;618bea68:04:txt:0003;618bea68:03:tbl:0000;618bea68:03:tbl:0003;618bea68:03:img:0000,False,True,True,2,False,5,起动电机,image,easy,True,应返回安装起动电机章节的插图。,2.3 安装起动电机,0.753474;0.714271;0.649615;0.753474;0.753474;0.703474;0.664271;0.664271;0.599615;0.599615;0.599615
case_054,拆卸发动机相关插图有哪些？,618bea68:05:img:0000;618bea68:05:img:0001;618bea68:05:img:0002;618bea68:05:img:0003;618bea68:05:img:0004,618bea68:03:txt:0001;618bea68:03:txt:0004;618bea68:03:txt:0007;618bea68:03:txt:0010;618bea68:01:txt:0012;618bea68:03:txt:0000;618bea68:03:txt:0002;618bea68:03:txt:0003;618bea68:03:txt:0005;618bea68:03:txt:0006;618bea68:03:txt:0008,False,False,False,,False,5,拆卸发动机,image,medium,True,应返回拆卸发动机章节的任一相关插图。,2.2 拆卸起动电机,0.648858;0.648858;0.648858;0.648858;0.642064;0.598858;0.598858;0.598858;0.598858;0.598858;0.598858
case_055,安装发动机章节的图片是哪张？,618bea68:06:img:0000,618bea68:04:txt:0000;618bea68:04:img:0000;618bea68:03:tbl:0004;618bea68:04:txt:0002;618bea68:04:txt:0004;618bea68:04:txt:0001;618bea68:04:txt:0010;618bea68:04:txt:0003;618bea68:03:tbl:0000;618bea68:03:tbl:0003;618bea68:03:img:0000,False,False,False,,False,5,安装发动机,image,easy,True,应返回安装发动机章节的插图。,2.3 安装起动电机,0.615401;0.614159;0.552833;0.615401;0.615401;0.565401;0.564159;0.564159;0.502833;0.502833;0.502833
case_056,凸轮轴拆卸和正时标记相关图示在哪里？,618bea68:08:img:0000;618bea68:08:img:0001,618bea68:08:txt:0000;618bea68:08:img:0000;618bea68:06:tbl:0008;618bea68:08:txt:0005;618bea68:08:txt:0008;618bea68:08:txt:0001;618bea68:08:txt:0013;618bea68:08:img:0001;618bea68:08:txt:0002;618bea68:08:txt:0006;618bea68:08:txt:0003,False,True,True,2,False,5,凸轮轴,image,medium,True,应返回凸轮轴章节的相关插图。,"4.3 凸轮轴
拆卸凸轮轴",0.745975;0.721182;0.642142;0.745975;0.745975;0.695975;0.671182;0.671182;0.671182;0.671182;0.671182
case_057,涨紧器相关图片是哪张？,618bea68:09:img:0000,618bea68:03:tbl:0001;618bea68:07:tbl:0002;618bea68:07:tbl:0001;618bea68:07:tbl:0000;618bea68:31:tbl:0002;618bea68:03:tbl:0000;618bea68:03:tbl:0002;618bea68:07:tbl:0003;618bea68:07:txt:0000;618bea68:31:tbl:0000;618bea68:31:tbl:0001,False,False,False,,False,5,涨紧器,image,easy,True,应返回涨紧器章节的插图。,"表格：第4页表格
序号=1；零件名称=涨紧器；数量=1；工具/扭矩要求=8# T 杆或套筒",0.742424;0.730712;0.695136;0.675679;0.549958;0.692424;0.692424;0.680712;0.625679;0.499958;0.499958
case_058,安装气缸头盖的图示有哪些？,618bea68:10:img:0000;618bea68:10:img:0001,618bea68:10:txt:0004;618bea68:06:tbl:0004;618bea68:10:img:0000;618bea68:11:txt:0000;618bea68:12:txt:0005;618bea68:10:txt:0003;618bea68:10:txt:0005;618bea68:06:tbl:0000;618bea68:06:tbl:0003;618bea68:06:tbl:0005;618bea68:10:img:0001,False,True,True,3,False,5,气缸头盖,image,medium,True,应返回安装气缸头盖章节的相关插图。,"4.5
安装气缸头盖",0.785241;0.676250;0.668268;0.724261;0.708835;0.735241;0.735241;0.626250;0.626250;0.626250;0.618268
case_059,气门间隙章节有没有图片？,618bea68:11:img:0000;618bea68:11:img:0001,618bea68:12:tbl:0001;618bea68:12:tbl:0002;618bea68:31:tbl:0002;618bea68:12:tbl:0000;618bea68:31:tbl:0003;618bea68:12:img:0000;618bea68:31:tbl:0000;618bea68:31:tbl:0001;618bea68:12:txt:0021;618bea68:31:tbl:0004;618bea68:12:txt:0000,False,False,False,,False,5,气门间隙,image,medium,True,应返回气门间隙章节的相关插图。,"表格：第15页表格
气门类型=进气门；标准间隙范围=0.13～0.20 mm",0.704769;0.704255;0.603767;0.693128;0.588195;0.654255;0.553767;0.553767;0.643128;0.538195;0.654769
case_060,气缸头相关插图在哪里？,618bea68:12:img:0000;618bea68:12:img:0001,618bea68:07:img:0000;618bea68:14:img:0001;618bea68:16:img:0000;618bea68:15:img:0001;618bea68:16:img:0002;618bea68:07:tbl:0015;618bea68:07:txt:0000;618bea68:14:img:0000;618bea68:14:txt:0000;618bea68:14:txt:0001;618bea68:07:tbl:0001,False,False,False,,False,5,气缸头,image,medium,True,应返回气缸头章节的相关插图。,"4.2
No. 10 / 41。相关上下文：摩托车发动机维修手册
序号 零件名称 数量 备注 / 工具与扭矩要求
22 涨紧器垫片 1 —
23 涨紧器 1 —
24 6.3×12×1.6 铜垫片 1 —
25 M6×10 顶销螺栓（环保彩锌） 1 8# T 杆或套筒 / 12 ± 1.5 N·m
提示：
所有环保彩锌螺栓具有防腐蚀性能，请勿使用普通螺栓替代。
涨紧器相关安装步骤请参考“起动电机”章节。
4.2 气缸头气门部装配部件清单
序号 零件名称 数量 备注
1 滑动挺柱 4 —
2 气门间隙调整垫 4 —
3 气门锁夹 4 —
4 气门弹簧上圈 4 —
5 气门外弹簧 4 —
6 气门内弹簧 4 —
7 气门杆径油封 4 —
8 1 —
23 涨紧器 1 —
24 6.3×12×1.6 铜垫片 1 —
25 M6×10 顶销螺栓（环保彩锌） 1 8# T 杆或套筒 / 12 ± 1.5 N·m
提示：
所有环保彩锌螺栓具有防腐蚀性能，请勿使用普通螺栓替代。
涨紧器相关安装步骤请参考“起动电机”章节。
4.2 气缸头气门部装配部件清单
序号 零件名称 数量 备注
1 滑动挺柱 4 —
2 气门间隙调整垫 4 —
3 气门锁",0.938051;0.921433;0.845966;0.842693;0.840004;0.888051;0.888051;0.871433;0.871433;0.871433;0.888051
case_061,气门部件相关图片有哪些？,618bea68:13:img:0000;618bea68:13:img:0001,618bea68:13:txt:0000;618bea68:07:tbl:0005;618bea68:13:img:0000;618bea68:13:txt:0002;618bea68:13:txt:0004;618bea68:13:txt:0001;618bea68:07:tbl:0004;618bea68:07:tbl:0006;618bea68:13:txt:0005;618bea68:13:img:0001;618bea68:13:txt:0003,False,True,True,3,False,5,气门,image,medium,True,应返回气门章节的相关插图。,"4.8 气门
拆卸气门",0.698053;0.654425;0.653085;0.698053;0.698053;0.648053;0.604425;0.604425;0.603085;0.603085;0.603085
case_062,水泵装配零件清单的图在哪里？,618bea68:20:img:0000;618bea68:20:img:0001;618bea68:20:img:0002;618bea68:20:img:0003;618bea68:20:img:0004,618bea68:20:img:0000;618bea68:19:img:0001;618bea68:19:img:0000;618bea68:20:img:0003;618bea68:20:img:0001;618bea68:20:tbl:0010;618bea68:20:txt:0000;618bea68:20:txt:0001;618bea68:20:txt:0002;618bea68:20:txt:0004;618bea68:20:txt:0005,True,True,True,1,False,5,水泵,image,medium,True,应返回水泵装配零件清单章节的相关插图。,"6.3 水泵装配零件清单。相关上下文：摩托车发动机维修手册
6.3 水泵装配零件清单
序号 料件名称 数量 备注
45 M6×16 六角法兰面螺栓（环保彩锌） 1 8# T杆或套筒 / 预紧力 5±1 N·m
46 M6×30 六角法兰面螺栓（环保彩锌） 3 校正力 12±1.5 N·m
47 6.3×12×1.6 铜垫片 2
48 水泵盖（钛金） 1
49 水泵密封圈 1
50 7.5×1.5 氟胶 O型圈 1
51 φ8×14 空心定位销 2
52 水泵 1 12# T杆或套筒 / 20±1.5 N·m
53 水封动环 1
54 水泵轴 1
6.4 右曲轴箱盖与离合器
拆卸右盖
1. 分别对角松开右曲轴箱盖螺栓1，依次取下： ±1 N·m
46 M6×30 六角法兰面螺栓（环保彩锌） 3 校正力 12±1.5 N·m
47 6.3×12×1.6 铜垫片 2
48 水泵盖（钛金） 1
49 水泵密封圈 1
50 7.5×1.5 氟胶 O型圈 1
51 φ8×14 空心定位销 2
52 水泵 1 12# T杆或套筒 / 20±1.5 N·m
53 水封动环 1
54 水泵轴 1
6.4 右曲轴箱盖与离合器
拆卸右盖
1.",0.990323;0.894620;0.872165;0.774907;0.767945;0.940323;0.940323;0.940323;0.940323;0.940323;0.940323
case_063,传动装置装配部件清单对应的图片是哪张？,618bea68:26:img:0000;618bea68:26:img:0001,618bea68:01:txt:0003;618bea68:26:tbl:0009;618bea68:26:img:0001;618bea68:01:txt:0017;618bea68:26:txt:0000;618bea68:01:txt:0004;618bea68:26:tbl:0000;618bea68:26:tbl:0008;618bea68:26:tbl:0010;618bea68:26:img:0000;618bea68:01:txt:0015,False,True,True,3,False,5,传动装置,image,medium,True,应返回传动装置装配部件清单章节的相关插图。,8.1 传动装置装配部件清单,0.817191;0.671218;0.669766;0.817191;0.782099;0.767191;0.621218;0.621218;0.621218;0.619766;0.767191
case_064,曲轴和平衡轴装配部件清单有没有图？,618bea68:30:img:0000;618bea68:30:img:0001,618bea68:31:tbl:0001;618bea68:30:tbl:0002;618bea68:05:tbl:0003;618bea68:31:tbl:0003;618bea68:30:tbl:0001;618bea68:31:tbl:0000;618bea68:31:tbl:0002;618bea68:30:tbl:0000;618bea68:30:img:0000;618bea68:05:tbl:0000;618bea68:05:tbl:0002,False,False,False,9,False,5,曲轴和平衡轴,image,medium,True,应返回曲轴、平衡轴装配部件清单章节的相关插图。,"表格：第39页表格
检查项目=1.曲轴轴向跳动；技术要求=≤ 0.03 mm",0.599366;0.708747;0.582779;0.576229;0.676447;0.549366;0.549366;0.658747;0.658747;0.532779;0.532779
case_065,拆卸曲轴与平衡轴的相关图片在哪里？,618bea68:31:img:0000;618bea68:31:img:0001,618bea68:01:txt:0009;618bea68:01:txt:0023;618bea68:31:txt:0000;618bea68:31:txt:0002;618bea68:31:txt:0006;618bea68:01:txt:0008;618bea68:01:txt:0010;618bea68:01:txt:0022;618bea68:01:txt:0024;618bea68:31:txt:0001;618bea68:31:txt:0003,False,False,False,,False,5,曲轴和平衡轴,image,medium,True,应返回拆卸曲轴与平衡轴章节的相关插图。,9.2 拆卸曲轴与平衡轴,0.774599;0.774599;0.774599;0.774599;0.774599;0.724599;0.724599;0.724599;0.724599;0.724599;0.724599
