id,question,question_type,difficulty,answerable,golden_answer,required_facts,optional_facts,golden_chunk_ids,retrieved_chunk_ids,retrieval_hit_top5,retrieval_rank,generated_answer,matched_required_facts,missing_required_facts,matched_optional_facts,missing_optional_facts,answer_score,answer_pass,grounded_pass,hallucination,failure_type,judge_reason,score_source,latency_ms,retrieval_ms,llm_ms,tools_used,error,top_k
case_029,活塞与气缸组别装配有什么要求？,safety,medium,True,活塞与气缸均分为 A、B、C、D 四组，组装时必须使用相同组别的活塞与气缸。,活塞与气缸均分为 A、B、C、D 四组;组装时必须使用相同组别的活塞与气缸。,,eee9bf78:16:txt:0002,eee9bf78:16:txt:0002;eee9bf78:16:img:0002;eee9bf78:16:img:0003;eee9bf78:16:img:0004;eee9bf78:16:txt:0000;eee9bf78:16:txt:0001;eee9bf78:16:img:0000;eee9bf78:16:img:0001;eee9bf78:16:srw:0000,True,1,"注意事项：  
活塞与气缸均分为 A、B、C、D 四组；组装时必须使用相同组别的活塞与气缸（如 A 组活塞只能装入 A 组气缸）；若更换活塞，新活塞组别必须与原气缸组别一致。  

原因或风险：  
组别不匹配会导致活塞与气缸配合间隙异常，引发拉缸、异响、密封不良、动力下降或发动机早期损坏等严重故障。  

正确做法：  
安装前核对活塞和气缸的组别标记（A/B/C/D），确保二者组别完全一致；更换活塞时，必须选用与原气缸同组别的新活塞。",活塞与气缸均分为 A、B、C、D 四组;组装时必须使用相同组别的活塞与气缸。,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,3944,30,3913,knowledge_retrieval,,5
case_030,活塞环开口角度有什么要求？,spec,easy,True,各活塞环开口位置不得重叠，任意两环开口之间应错开 120°。,各活塞环开口位置不得重叠;任意两环开口之间应错开 120°。,,eee9bf78:17:txt:0000,eee9bf78:17:txt:0018;eee9bf78:17:txt:0001;eee9bf78:17:img:0000;eee9bf78:17:txt:0011;eee9bf78:17:txt:0015;eee9bf78:17:txt:0017;eee9bf78:17:txt:0019;eee9bf78:17:txt:0000;eee9bf78:17:txt:0002;eee9bf78:17:txt:0005;eee9bf78:17:txt:0007,False,8,任意两环开口之间应错开120°。,任意两环开口之间应错开 120°。,各活塞环开口位置不得重叠,,,0.5,False,False,True,retrieval_miss,必答事实部分命中：1/2,required_facts,659,92,566,knowledge_retrieval,,5
case_031,油环组合应该怎样安装？,procedure,medium,True,安装油环组合时先装铜质衬环，再装两道刮片环；铜质衬环接口不能重叠，两道刮片环开口应相互错开 120° 到 180°。,先装铜质衬环;再装两道刮片环;接口不得重叠;开口错开 120°;180°,,eee9bf78:17:txt:0013,eee9bf78:17:txt:0013;eee9bf78:17:txt:0015;eee9bf78:17:txt:0002;eee9bf78:17:txt:0011;eee9bf78:17:txt:0018;eee9bf78:17:txt:0012;eee9bf78:17:txt:0014;eee9bf78:17:txt:0016;eee9bf78:17:txt:0001;eee9bf78:17:txt:0003;eee9bf78:17:txt:0010,True,1,"前置条件：  
无明确前置条件说明。  

操作步骤：  
先装铜质衬环，再装两道刮片环；  
铜质衬环接口处不能重叠；  
铜质衬环位于两道刮片环之间；  
两道刮片环开口应相互错开120°～180°。  

安全注意：  
各活塞环开口位置不得重叠；  
任意两环开口之间应错开120°。",先装铜质衬环;再装两道刮片环;接口不得重叠;开口错开 120°;180°,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1985,32,1952,knowledge_retrieval,,5
case_032,拆卸右曲轴箱盖前发动机应如何放置？,safety,easy,True,取出右曲轴箱盖之前，发动机应倾倒放置，以防水泵轴止推垫圈脱落。,发动机应倾倒放置,防水泵轴止推垫圈脱落,eee9bf78:20:txt:0003;eee9bf78:20:txt:0002,eee9bf78:20:txt:0003;eee9bf78:25:txt:0010;eee9bf78:20:txt:0002;eee9bf78:20:txt:0001;eee9bf78:25:txt:0007;eee9bf78:20:txt:0004;eee9bf78:25:txt:0009;eee9bf78:20:txt:0000;eee9bf78:25:txt:0006;eee9bf78:25:txt:0008;eee9bf78:20:txt:0005,True,1,"注意事项：  
拆卸右曲轴箱盖前，发动机必须倾倒放置。  

原因或风险：  
防止水泵轴止推垫圈脱落，避免零件丢失或装配异常，影响水泵及发动机正常运行。  

正确做法：  
将发动机倾倒放置（即倾斜一定角度，使右侧朝上、便于操作且能防止止推垫圈滑脱），再进行右曲轴箱盖的拆卸。",发动机应倾倒放置,,防水泵轴止推垫圈脱落,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1835,65,1769,knowledge_retrieval,,5
case_033,检查曲轴油封时什么情况需要更换？,inspection,easy,True,若曲轴油封损坏或内环硬化，则更换缺陷油封，拆出的油封不能再次使用。,曲轴油封损坏;内环硬化;更换缺陷油封,拆出的油封不能再次使用,eee9bf78:20:txt:0004,eee9bf78:20:txt:0004;eee9bf78:09:txt:0000;eee9bf78:31:txt:0004;eee9bf78:09:txt:0004;eee9bf78:09:txt:0002;eee9bf78:20:txt:0003;eee9bf78:20:txt:0005;eee9bf78:09:txt:0001;eee9bf78:31:txt:0003;eee9bf78:31:txt:0005;eee9bf78:09:txt:0003,True,1,"检查对象：曲轴油封  
正常标准：资料中未找到明确依据  
异常表现：损坏或内环硬化  
处理方式：更换缺陷的油封（拆出的油封不能再次使用）",曲轴油封损坏;内环硬化;更换缺陷油封,,拆出的油封不能再次使用,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1384,30,1353,knowledge_retrieval,,5
case_034,机油泵从动齿轮不能自由转动怎么办？,inspection,easy,True,拨动机油泵从动齿轮，若不能自由转动，应更换机油泵。,更换机油泵,从动齿轮不能自由转动,eee9bf78:21:txt:0003,eee9bf78:21:txt:0003;eee9bf78:21:txt:0016;eee9bf78:21:txt:0014;eee9bf78:21:txt:0007;eee9bf78:21:txt:0005;eee9bf78:21:txt:0002;eee9bf78:21:txt:0004;eee9bf78:21:txt:0015;eee9bf78:21:txt:0017;eee9bf78:21:txt:0013;eee9bf78:21:txt:0006,True,1,"检查对象：机油泵从动齿轮  
正常标准：能自由转动  
异常表现：不能自由转动  
处理方式：更换机油泵",更换机油泵,,从动齿轮不能自由转动,,1.0,True,True,False,pass,必答事实全部命中,required_facts,946,23,922,knowledge_retrieval,,5
case_035,水泵 O 型圈和密封圈异常时怎么处理？,inspection,easy,True,水泵 O 型圈开裂或硬化需要更换，水泵密封圈变形或开裂也需要更换。,水泵 O 型圈开裂或硬化需要更换;水泵密封圈变形或开裂也需要更换。,,eee9bf78:22:txt:0015,eee9bf78:22:txt:0015;eee9bf78:20:txt:0004;eee9bf78:22:txt:0013;eee9bf78:20:txt:0007;eee9bf78:20:txt:0005;eee9bf78:22:txt:0014;eee9bf78:22:txt:0016;eee9bf78:20:txt:0003;eee9bf78:22:txt:0012;eee9bf78:20:txt:0006;eee9bf78:20:txt:0008,True,1,"检查对象：水泵 O 型圈和水泵密封圈  
正常标准：资料中未找到明确依据  
异常表现：O 型圈开裂 / 硬化；水泵密封圈变形 / 开裂  
处理方式：更换",水泵 O 型圈开裂或硬化需要更换;水泵密封圈变形或开裂也需要更换。,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1206,49,1157,knowledge_retrieval,,5
case_036,水泵组件锁紧扭力是多少？,torque,easy,True,水泵组件旋入水泵轴后，锁紧水泵并校验扭力，扭力为 20±1.5 N·m。,20±1.5 N·m,,eee9bf78:22:txt:0019;eee9bf78:20:tbl:0008;eee9bf78:20:tbl:0000,eee9bf78:22:txt:0019;eee9bf78:20:tbl:0008;eee9bf78:22:txt:0025;eee9bf78:22:txt:0021;eee9bf78:22:txt:0017;eee9bf78:22:txt:0018;eee9bf78:22:txt:0020;eee9bf78:20:tbl:0000;eee9bf78:20:tbl:0007;eee9bf78:20:tbl:0009;eee9bf78:22:txt:0024,True,1,"拧紧对象：水泵组件  
扭矩值：20±1.5 N·m  
是否分次：资料中未找到明确依据  
顺序或注意事项：资料中未找到明确依据",20±1.5 N·m,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1172,66,1105,knowledge_retrieval,,5
case_037,减速齿轮上下止推垫圈安装时要注意什么？,safety,easy,True,减速齿轮上下各有一个止推垫圈，不能漏装。,减速齿轮上下各有一个止推垫圈;不能漏装。,,eee9bf78:24:txt:0004,eee9bf78:24:txt:0004;eee9bf78:24:txt:0002;eee9bf78:23:tbl:0011;eee9bf78:24:txt:0001;eee9bf78:24:txt:0000;eee9bf78:24:txt:0003;eee9bf78:24:txt:0005;eee9bf78:23:tbl:0000;eee9bf78:23:tbl:0010;eee9bf78:23:tbl:0012;eee9bf78:24:txt:0006,True,1,"注意事项：减速齿轮上下各有一个止推垫圈，不能漏装。  
原因或风险：漏装会导致轴向定位失效，可能引发齿轮轴向窜动、异常磨损、异响甚至损坏减速机构。  
正确做法：安装时须确认上下两个止推垫圈均已装入，对应位置无遗漏（依据[evidence 1]和[evidence 2]明确指出“上下各有一个”且“不能漏装”）。",减速齿轮上下各有一个止推垫圈;不能漏装。,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,2050,21,2029,knowledge_retrieval,,5
case_038,检查磁电机转子离合器单向器时顺时针转动应是什么状态？,inspection,medium,True,顺时针转动起动大齿时，磁电机转子离合器与起动大齿应无相对滑动，否则需更换相关部件。,无相对滑动,否则更换相关部件,eee9bf78:24:txt:0012,eee9bf78:24:img:0000;eee9bf78:24:txt:0009;eee9bf78:01:txt:0001;eee9bf78:01:txt:0015;eee9bf78:24:txt:0007;eee9bf78:24:txt:0015;eee9bf78:24:txt:0000;eee9bf78:24:txt:0001;eee9bf78:24:txt:0002;eee9bf78:24:txt:0003;eee9bf78:24:txt:0005,False,,"检查对象：磁电机转子离合器单向器  
正常标准：顺时针转动起动大齿时，磁电机转子离合器与起动大齿应无相对滑动  
异常表现：顺时针转动时出现相对滑动  
处理方式：需更换起动大齿和磁电机转子离合器分部件",无相对滑动,,,否则更换相关部件,1.0,True,False,False,retrieval_miss_answer_correct,必答事实全部命中,required_facts,1613,56,1556,knowledge_retrieval,,5
case_039,检查磁电机转子离合器单向器时逆时针转动应是什么状态？,inspection,medium,True,逆时针转动起动大齿时应能自由转动，否则磁电机转子离合器有故障，必须更换。,能自由转动,否则必须更换,eee9bf78:24:txt:0013,eee9bf78:24:img:0000;eee9bf78:24:txt:0013;eee9bf78:01:txt:0001;eee9bf78:01:txt:0015;eee9bf78:24:txt:0012;eee9bf78:24:txt:0015;eee9bf78:24:txt:0000;eee9bf78:24:txt:0001;eee9bf78:24:txt:0002;eee9bf78:24:txt:0003;eee9bf78:24:txt:0005,True,2,"检查对象：磁电机转子离合器单向器  
正常标准：逆时针转动时应能自由转动  
异常表现：逆时针转动时不能自由转动（即卡滞或有阻力）  
处理方式：磁电机转子离合器有故障，必须更换",能自由转动,,,否则必须更换,1.0,True,True,False,pass,必答事实全部命中,required_facts,2026,53,1972,knowledge_retrieval,,5
case_040,检查拨叉时哪些部位异常需要更换拨叉？,inspection,easy,True,检查拨叉凸轮从动件和拨叉卡爪，如有弯曲、损坏或裂纹，应更换拨叉。,检查拨叉凸轮从动件和拨叉卡爪;如有弯曲、损坏或裂纹;应更换拨叉。,,eee9bf78:28:txt:0003,eee9bf78:28:txt:0003;eee9bf78:01:txt:0006;eee9bf78:01:txt:0020;eee9bf78:28:txt:0002;eee9bf78:28:txt:0001;eee9bf78:28:img:0000;eee9bf78:01:txt:0005;eee9bf78:01:txt:0007;eee9bf78:01:txt:0019;eee9bf78:01:txt:0021;eee9bf78:28:txt:0000,True,1,"检查对象：拨叉凸轮从动件、拨叉卡爪  
正常标准：无弯曲、无损坏、无裂纹  
异常表现：弯曲、损坏或裂纹  
处理方式：更换拨叉",检查拨叉凸轮从动件和拨叉卡爪;如有弯曲、损坏或裂纹;应更换拨叉。,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1412,55,1356,knowledge_retrieval,,5
case_041,弯曲的拨叉轴能不能校直？,safety,easy,True,不能尝试将弯曲的拨叉轴校直。,不能尝试将弯曲的拨叉轴校直。,,eee9bf78:29:txt:0002;eee9bf78:29:txt:0005;eee9bf78:29:txt:0008;eee9bf78:29:txt:0011,eee9bf78:29:txt:0002;eee9bf78:29:img:0000;eee9bf78:29:txt:0005;eee9bf78:29:txt:0008;eee9bf78:29:txt:0011;eee9bf78:29:txt:0001;eee9bf78:29:txt:0003;eee9bf78:29:txt:0020;eee9bf78:29:txt:0000;eee9bf78:29:txt:0004;eee9bf78:29:txt:0006,True,1,"注意事项：严禁校直弯曲的拨叉轴。  
原因或风险：校直可能导致拨叉轴强度下降、变形复发或装配后功能失效，引发换档失灵、卡滞甚至传动系统损坏等安全隐患。  
正确做法：如发现拨叉轴弯曲，必须更换新件。",,不能尝试将弯曲的拨叉轴校直。,,,0.0,False,False,False,answer_mismatch,必答事实未命中,required_facts,1442,17,1424,knowledge_retrieval,,5
case_042,曲轴轴向跳动标准是多少？,spec,easy,True,曲轴轴向跳动应小于等于 0.03 mm。,曲轴轴向跳动应小于等于 0.03 mm。,,eee9bf78:31:txt:0007;eee9bf78:31:tbl:0001;eee9bf78:31:tbl:0000,eee9bf78:31:tbl:0001;eee9bf78:31:tbl:0000;eee9bf78:31:txt:0007;eee9bf78:31:txt:0009;eee9bf78:31:img:0000;eee9bf78:31:tbl:0002;eee9bf78:31:txt:0006;eee9bf78:31:txt:0008;eee9bf78:31:tbl:0004;eee9bf78:31:img:0001;eee9bf78:31:txt:0000,True,1,≤ 0.03 mm,曲轴轴向跳动应小于等于 0.03 mm。,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,672,32,639,knowledge_retrieval,,5
case_043,连杆大头轴向间隙标准是多少？,spec,easy,True,连杆大头轴向间隙为 0.15 到 0.35 mm，用塞尺测量。,0.15 到 0.35 mm,塞尺测量,eee9bf78:31:txt:0009;eee9bf78:31:tbl:0002;eee9bf78:31:tbl:0000,eee9bf78:31:tbl:0002;eee9bf78:31:tbl:0000;eee9bf78:31:txt:0009;eee9bf78:31:txt:0007;eee9bf78:31:img:0000;eee9bf78:31:tbl:0001;eee9bf78:31:tbl:0003;eee9bf78:31:txt:0008;eee9bf78:31:txt:0006;eee9bf78:31:tbl:0004;eee9bf78:31:img:0001,True,1,0.15 – 0.35 mm,0.15 到 0.35 mm,,,塞尺测量,1.0,True,True,False,pass,必答事实全部命中,required_facts,700,31,669,knowledge_retrieval,,5
case_044,曲柄销与轴瓦径向间隙标准是多少？,spec,easy,True,曲柄销与轴瓦径向间隙为 0.03 到 0.056 mm。,曲柄销与轴瓦径向间隙为 0.03 到 0.056 mm。,,eee9bf78:32:txt:0000;eee9bf78:31:tbl:0003;eee9bf78:31:tbl:0000,eee9bf78:31:tbl:0003;eee9bf78:31:tbl:0000;eee9bf78:32:txt:0000;eee9bf78:32:img:0000;eee9bf78:32:img:0001;eee9bf78:31:tbl:0002;eee9bf78:31:tbl:0004;eee9bf78:31:txt:0009;eee9bf78:31:tbl:0001;eee9bf78:32:txt:0001;eee9bf78:32:txt:0006,True,1,0.03 – 0.056 mm,曲柄销与轴瓦径向间隙为 0.03 到 0.056 mm。,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,630,28,602,knowledge_retrieval,,5
case_045,安装曲轴与平衡轴时齿轮标记怎么对正？,procedure,medium,True,平衡轴齿轮上的 B 标记与曲轴齿轮上的 A 标记必须对正角相。,B 标记;A 标记;对正角相,,eee9bf78:32:txt:0004,eee9bf78:31:txt:0004;eee9bf78:32:txt:0001;eee9bf78:01:txt:0011;eee9bf78:01:txt:0025;eee9bf78:31:txt:0001;eee9bf78:31:txt:0003;eee9bf78:31:txt:0005;eee9bf78:32:txt:0000;eee9bf78:01:txt:0010;eee9bf78:01:txt:0012;eee9bf78:31:txt:0007,False,,资料中未找到明确依据。,,B 标记;A 标记;对正角相,,,0.0,False,False,True,retrieval_miss,必答事实未命中,required_facts,634,34,599,knowledge_retrieval,,5
case_046,安装曲轴和平衡轴后要检查什么？,inspection,medium,True,转动曲轴，检查曲轴转动是否灵活以及曲轴与平衡轴是否有干涉；若有干涉或转动不灵活，应重新对标记并重新安装。,曲轴转动是否灵活;曲轴与平衡轴是否有干涉;重新对标记并重新安装,,eee9bf78:32:txt:0006,eee9bf78:32:txt:0001;eee9bf78:32:txt:0006;eee9bf78:01:txt:0011;eee9bf78:01:txt:0025;eee9bf78:01:txt:0010;eee9bf78:32:txt:0000;eee9bf78:32:txt:0005;eee9bf78:32:img:0000;eee9bf78:01:txt:0012;eee9bf78:01:txt:0024;eee9bf78:32:txt:0002,True,2,"检查对象：曲轴转动灵活性、曲轴与平衡轴是否存在干涉  
正常标准：曲轴转动灵活，无干涉  
异常表现：转动不灵活或有干涉  
处理方式：重新对标记，重新安装",曲轴转动是否灵活;曲轴与平衡轴是否有干涉;重新对标记并重新安装,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1683,68,1614,knowledge_retrieval,,5
case_047,这台发动机推荐使用哪个品牌的机油？,no_answer,no_answer,False,知识库中没有相关信息，不能确认。,,,,eee9bf78:06:txt:0002;eee9bf78:06:txt:0001;eee9bf78:06:img:0000;eee9bf78:06:txt:0000;eee9bf78:06:txt:0003;eee9bf78:06:tbl:0021;eee9bf78:06:tbl:0004;eee9bf78:06:tbl:0005;eee9bf78:06:tbl:0007;eee9bf78:06:srw:0000;eee9bf78:06:srw:0004,False,,资料中未找到明确依据,,,,,1.0,True,True,False,pass,无答案问题正确拒答,local_rule,555,52,502,knowledge_retrieval,,5
case_048,发动机 ECU 故障码 P0301 应该怎么处理？,no_answer,no_answer,False,知识库中没有相关信息，不能确认。,,,,eee9bf78:02:txt:0008;eee9bf78:02:txt:0000;eee9bf78:06:txt:0000;eee9bf78:06:txt:0002;eee9bf78:06:txt:0001;eee9bf78:02:txt:0003;eee9bf78:02:txt:0007;eee9bf78:02:srw:0003;eee9bf78:02:srw:0006;eee9bf78:02:srw:0008;eee9bf78:06:tbl:0004,False,,资料中未找到明确依据,,,,,1.0,True,True,False,pass,无答案问题正确拒答,local_rule,563,53,509,knowledge_retrieval,,5
case_049,这款发动机是否支持涡轮增压改装？,no_answer,no_answer,False,知识库中没有相关信息，不能确认。,,,,eee9bf78:06:txt:0002;eee9bf78:06:txt:0001;eee9bf78:09:txt:0002;eee9bf78:06:txt:0000;eee9bf78:09:txt:0004;eee9bf78:09:txt:0001;eee9bf78:09:txt:0003;eee9bf78:06:tbl:0004;eee9bf78:06:tbl:0005;eee9bf78:06:tbl:0007;eee9bf78:06:srw:0000,False,,资料中未找到明确依据,,,,,1.0,True,True,False,pass,无答案问题正确拒答,local_rule,543,57,486,knowledge_retrieval,,5
case_050,这台摩托车的整车保养周期是多少公里？,no_answer,no_answer,False,知识库中没有相关信息，不能确认。,,,,eee9bf78:06:img:0000;eee9bf78:23:img:0000;eee9bf78:07:img:0000;eee9bf78:11:img:0000;eee9bf78:11:img:0001;eee9bf78:06:tbl:0021;eee9bf78:06:txt:0000;eee9bf78:06:txt:0001;eee9bf78:06:tbl:0004;eee9bf78:06:tbl:0005;eee9bf78:06:tbl:0007,False,,资料中未找到明确依据,,,,,1.0,True,True,False,pass,无答案问题正确拒答,local_rule,597,98,498,knowledge_retrieval,,5
case_051,检查火花塞相关插图是哪张？,image,easy,True,应返回检查火花塞章节的插图。,检查火花塞,,eee9bf78:02:img:0000,eee9bf78:02:img:0000;eee9bf78:02:txt:0000;eee9bf78:07:img:0000;eee9bf78:02:txt:0006;eee9bf78:16:img:0004;eee9bf78:02:txt:0009;eee9bf78:02:txt:0001;eee9bf78:07:tbl:0015;eee9bf78:02:txt:0003;eee9bf78:02:txt:0008;eee9bf78:02:txt:0007,True,1,应返回第3页的插图，对应章节为“1.2 检查火花塞”，图示标题为“1.2 检查火花塞”，chunk_id=eee9bf78:02:img:0000。,检查火花塞,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,2059,58,2001,knowledge_retrieval,,5
case_052,起动电机装配部件清单有没有插图？,image,easy,True,应返回起动电机装配部件清单对应的插图。,起动电机装配部件清单,,eee9bf78:03:img:0000,eee9bf78:03:img:0000;eee9bf78:04:img:0000;eee9bf78:26:img:0000;eee9bf78:18:img:0001;eee9bf78:26:img:0001;eee9bf78:03:tbl:0004;eee9bf78:03:txt:0000;eee9bf78:03:txt:0001;eee9bf78:03:txt:0002;eee9bf78:03:txt:0009;eee9bf78:03:tbl:0001,True,1,有插图，对应图示为“2.1 起动电机装配部件清单”，位于第4页，chunk_id=eee9bf78:03:img:0000。,起动电机装配部件清单,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1339,127,1212,knowledge_retrieval,,5
case_053,安装起动电机的图示在哪里？,image,easy,True,应返回安装起动电机章节的插图。,安装起动电机,,eee9bf78:04:img:0000,eee9bf78:04:img:0000;eee9bf78:03:img:0000;eee9bf78:04:txt:0003;eee9bf78:04:txt:0001;eee9bf78:04:txt:0005;eee9bf78:04:txt:0010;eee9bf78:04:txt:0000;eee9bf78:04:txt:0002;eee9bf78:04:txt:0004;eee9bf78:03:tbl:0004;eee9bf78:04:txt:0007,True,1,应返回“2.3 安装起动电机”章节中的图示，位于第5页，标题为“2.3 安装起动电机”，具体用于指导“连接负极线”步骤（证据1、证据5明确指出“按照图示安装起动电机负极线”）。,安装起动电机,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1520,124,1396,knowledge_retrieval,,5
case_054,拆卸发动机相关插图有哪些？,image,medium,True,应返回拆卸发动机章节的任一相关插图。,拆卸发动机,,eee9bf78:05:img:0000;eee9bf78:05:img:0001;eee9bf78:05:img:0002;eee9bf78:05:img:0003;eee9bf78:05:img:0004,eee9bf78:05:img:0001;eee9bf78:05:img:0000;eee9bf78:05:img:0004;eee9bf78:05:img:0003;eee9bf78:05:img:0002;eee9bf78:05:txt:0000;eee9bf78:05:txt:0001;eee9bf78:05:txt:0002;eee9bf78:05:txt:0003;eee9bf78:05:tbl:0006;eee9bf78:05:srw:0000,True,1,"应返回以下插图：  
- 图 **0000**（第6页）、**0001**（第6页）：标题均为“3.2 拆卸发动机”，对应拆卸发动机初始步骤及螺栓/部件列表；  
- 图 **0002**、**0003**、**0004**（第7页）：标题均为“3.2 拆卸发动机”，分别对应“排放冷却液”“松开发动机安装螺栓”和“拆卸输出链轮组件”等关键拆卸步骤。  

所有插图均位于第3.2节“拆卸发动机”，页码为第6–7页。",拆卸发动机,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,3917,59,3858,knowledge_retrieval,,5
case_055,安装发动机章节的图片是哪张？,image,easy,True,应返回安装发动机章节的插图。,安装发动机,,eee9bf78:06:img:0000,eee9bf78:06:img:0000;eee9bf78:04:img:0000;eee9bf78:16:img:0000;eee9bf78:16:img:0001;eee9bf78:07:img:0000;eee9bf78:06:tbl:0021;eee9bf78:06:txt:0000;eee9bf78:06:txt:0001;eee9bf78:06:tbl:0004;eee9bf78:06:tbl:0005;eee9bf78:06:tbl:0007,True,1,应返回第9页的图片，标题为“3.3 安装发动机”，对应章节为“三、发动机”下的“3.3 安装发动机”节。,安装发动机,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1045,55,989,knowledge_retrieval,,5
case_056,凸轮轴拆卸和正时标记相关图示在哪里？,image,medium,True,应返回凸轮轴章节的相关插图。,凸轮轴,正时标记,eee9bf78:08:img:0000;eee9bf78:08:img:0001,eee9bf78:09:img:0000;eee9bf78:08:img:0000;eee9bf78:08:img:0001;eee9bf78:28:img:0001;eee9bf78:28:img:0000;eee9bf78:09:txt:0008;eee9bf78:09:txt:0000;eee9bf78:09:txt:0002;eee9bf78:09:txt:0004;eee9bf78:09:txt:0006;eee9bf78:09:txt:0007,True,2,应返回 **图4.3 凸轮轴**（页码11），该图示对应“凸轮轴拆卸”和“正时标记对齐”相关内容，明确包含磁电机转子“T”标记与M14×1.5螺塞孔缺口中线对齐的正时标记说明。,凸轮轴,,正时标记,,1.0,True,True,False,pass,必答事实全部命中,required_facts,2187,123,2063,knowledge_retrieval,,5
case_057,涨紧器相关图片是哪张？,image,easy,True,应返回涨紧器章节的插图。,涨紧器,,eee9bf78:09:img:0000,eee9bf78:07:img:0000;eee9bf78:09:img:0000;eee9bf78:10:img:0000;eee9bf78:10:img:0001;eee9bf78:03:img:0000;eee9bf78:07:tbl:0015;eee9bf78:07:txt:0000;eee9bf78:09:txt:0008;eee9bf78:09:txt:0000;eee9bf78:09:txt:0002;eee9bf78:09:txt:0004,True,2,涨紧器相关图片是第12页的图4.4（标题为“4.4 涨紧器”）。,涨紧器,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,973,104,868,knowledge_retrieval,,5
case_058,安装气缸头盖的图示有哪些？,image,medium,True,应返回安装气缸头盖章节的相关插图。,安装气缸头盖,,eee9bf78:10:img:0000;eee9bf78:10:img:0001,eee9bf78:10:img:0000;eee9bf78:08:img:0000;eee9bf78:12:img:0000;eee9bf78:16:img:0000;eee9bf78:16:img:0001;eee9bf78:10:txt:0005;eee9bf78:10:img:0001;eee9bf78:10:txt:0000;eee9bf78:10:txt:0001;eee9bf78:10:txt:0002;eee9bf78:10:txt:0003,True,1,应返回图4.5，即第13页的“安装气缸头盖”图示。,安装气缸头盖,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1040,112,928,knowledge_retrieval,,5
case_059,气门间隙章节有没有图片？,image,medium,True,应返回气门间隙章节的相关插图。,气门间隙,,eee9bf78:11:img:0000;eee9bf78:11:img:0001,eee9bf78:12:img:0000;eee9bf78:11:img:0000;eee9bf78:11:img:0001;eee9bf78:13:img:0001;eee9bf78:13:img:0000;eee9bf78:12:tbl:0002;eee9bf78:12:img:0001;eee9bf78:12:txt:0000;eee9bf78:12:txt:0002;eee9bf78:12:txt:0004;eee9bf78:12:txt:0005,True,2,有，气门间隙章节对应的是第14页的图片，标题为“4.6 气门间隙”，共两张图（img:0000 和 img:0001），用于说明测量气门间隙的操作：拆下气缸头盖后，将塞尺插入凸轮轴基圆与滑动挺柱之间进行测量。,气门间隙,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1817,118,1698,knowledge_retrieval,,5
case_060,气缸头相关插图在哪里？,image,medium,True,应返回气缸头章节的相关插图。,气缸头,,eee9bf78:12:img:0000;eee9bf78:12:img:0001,eee9bf78:07:img:0000;eee9bf78:14:img:0001;eee9bf78:12:img:0000;eee9bf78:12:img:0001;eee9bf78:16:img:0000;eee9bf78:07:tbl:0015;eee9bf78:07:txt:0000;eee9bf78:14:img:0000;eee9bf78:14:txt:0000;eee9bf78:14:txt:0001;eee9bf78:07:tbl:0001,True,3,应返回图号为“4.7 气缸头”的插图，位于第15页，对应章节为“4.7 气缸头”，内容为气缸头拆装及相关部件示意图。,气缸头,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1268,128,1139,knowledge_retrieval,,5
case_061,气门部件相关图片有哪些？,image,medium,True,应返回气门章节的相关插图。,气门,,eee9bf78:13:img:0000;eee9bf78:13:img:0001,eee9bf78:13:img:0001;eee9bf78:14:img:0001;eee9bf78:07:img:0000;eee9bf78:13:img:0000;eee9bf78:14:img:0000;eee9bf78:13:txt:0000;eee9bf78:13:txt:0001;eee9bf78:13:txt:0002;eee9bf78:13:txt:0003;eee9bf78:13:txt:0004;eee9bf78:14:txt:0000,True,1,"应返回图示：**4.8 气门**（对应页码 P16，图片编号 img:0001 和 img:0000），该图展示气门拆装步骤及相关部件，包括气门、气门弹簧座、气门杆径油封、内外弹簧、弹簧上圈、气门锁夹、滑动挺柱和气门间隙调整垫片等。  
此外，**4.2 气缸头气门部装配部件清单**（P10，img:0000）也包含气门相关部件的清单图示。",气门,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,2512,109,2402,knowledge_retrieval,,5
